LOCUS,GD,WD,PD,JD,JS,PS,GS,SUMMARY
4440:22 [4593],m,m,m,,,m,m,
4440:29 [4594],m,m,m,m,,m,Sd,
4440:77 [4595],,m,,m,m,m,m,
4446:3 [4596],m,,m,m,m,m,m,
4446:10 [4597],m,m,m,,,,m,
4446:49 [4598],,,Sd,,,,,
4454:2 [4599],Sd,,,,,,,
4454:28 [4600],Sd,,,,Sd,,,
4454:74 [4601],Sd,,m,,m,,,
4460:36 [4602],m,m,,,m,m,,
4460:48 [4603],,,,,,m,,
4460:54 [4604],,,,,,m,,
4460:63 [4605],,,,,,m,,
4462:8 [4606],,,,,,,,
4462:24 [4607],,,,,,,,
4462:26 [4608],,,,,,,,
4462:57 [4609],,,,,,,,
4462:60 [4610],,,,,,,,
4462:63 [4611],,,,,,,,
4464:7 [4612],,,,,,,,
4464:45 [4613],,m,m,m,m,,m,
4464:47 [4614],m,,,m,,,,
4464:49 [4615],,,,,,,Sd,
4473:36 [4616],,,m,m,m,,m,
4473:52 [4617],,,m,m,,,m,
4473:63 [4618],,,m,m,,,m,
4476:3 [4619],m,m,,m,m,m,,
4476:31 [4620],,,,,,,,
4476:33 [4621],m,,,,,,,
4476:75 [4622],,,,,,,,
4476:80 [4623],,,m,,,,,
4477:78 [4624],m,,m,,m,m,m,
4479:3 [4625],,,,,,,Sd,
4479:5 [4626],m,m,m,,m,,,
4479:14 [4627],,,,,,,Sd,
4479:58 [4628],m,,,,Sd,,,
4480:10 [4629],,,,,,,,
4480:13 [4630],,,,,Sd,,,
4480:17 [4631],,,,,Sd,,,
4480:25 [4632],,m,,m,m,,m,
4480:32 [4633],,m,,,,,m,
4480:57 [4634],,m,,,,,m,
4485:16 [4635],,,,,,,,
4485:31 [4636],,,,,,,,
4485:51 [4637],m,,,,,,m,
4485:57 [4638],m,,,,m,m,m,
4485:59 [4639],,,,,m,,,
4485:60 [4640],m,,,,,,m,
4485:77 [4641],,,,,Sd,,,
4488:7 [4642],,,m,,,,,
4488:33 [4643],,,,m,m,,,
4488:42 [4644],,,Sd,,,,Sd,
4488:48 [4645],,,Sd,,,,,
4488:52 [4646],,,Sd,,,,,
4488:56 [4647],,,Sd,,,,,
4488:72 [4648],m,m,m,,,m,,
4490:1 [4649],m,m,Sd,Sd,Sd,Sd,m,
4490:31 [4650],,,Sd,m,m,m,m,
4490:48 [4651],m,m,Sd,Sd,Sd,,m,
4490:64 [4652],,,Sd,m,m,m,m,
4490:69 [4653],Sd,Sd,Sd,,Sd,,,
4491:18 [4654],,,,m,Sd,,,
4491:24 [4655],,,,m,m,m,,
4491:39 [4656],,,,,,,,
4491:73 [4657],,,,,,,,
4502:8 [4658],,m,,,,,,
4502:11 [4659],,,,,,Sd,,
4502:20 [4660],m,m,m,,,m,m,
4502:22 [4661],,,,,,,,
4502:23 [4662],,,,m,m,,,
4502:33 [4663],m,,m,,,m,m,
4502:36 [4664],,,,,,m,,
4502:40 [4665],,m,m,,m,m,,
4502:51 [4666],,,,,,Sd,,
4505:32 [4667],,m,,m,,,,
4505:35 [4668],,,,,,,,
4505:58 [4669],m,m,m,,Sd,,,
4510:4 [4670],,,,m,,Sd,,
4510:14 [4671],Sd,m,m,,,m,m,
4510:38 [4672],m,Sd,,,m,m,,
4510:49 [4673],Sd,m,m,m,m,,,
4511:37 [4674],,,,,,,Sd,
4511:47 [4675],m,m,Sd,m,m,m,m,
4511:80 [4676],m,Sd,Sd,m,m,m,m,
4513:19 [4677],m,,,,,,,
4513:43 [4678],,,,,,Sd,,
4513:65 [4679],,,,Sd,,m,,
4516:68 [4680],,,,,,,,
4516:76 [4681],,,m,,,Sd,,
4518:42 [4682],,,,,,,,
4519:45 [4683],,,,,Sd,,Sd,
4519:56 [4684],m,m,m,m,,,m,
4522:21 [4685],,,,Sd,Sd,,,
4522:43 [4686],,Sd,,m,Sd,m,,
4522:49 [4687],,,,Sd,Sd,,,
4522:64 [4688],,,,,,,m,
4523:59 [4689],,Sd,m,,,,,
4523:60 [4690],,,,,,,,
4523:66 [4691],,,,,,,,
4523:69 [4692],,m,,,Sd,Sd,m,
4523:80 [4693],,,,,,,,
4524:17 [4694],m,m,Sd,m,m,,m,
4524:29 [4695],m,m,Sd,m,m,,m,
4528:8 [4696],,Sd,,,,,,
4528:37 [4697],,m,m,m,Sd,m,,
4528:61 [4698],m,m,m,m,m,,m,
4528:77 [4699],Sd,,,,,,,
4528:79 [4700],,,,,,,,
4531:5 [4701],m,,,Sd,m,m,m,
4531:6 [4702],Sd,,,,,,,
4531:28 [4703],m,m,m,,m,,,
4531:30 [4704],Sd,m,m,,m,m,Sd,
4531:69 [4705],m,m,m,,m,,,
4535:49 [4706],Sd,,Sd,,Sd,,Sd,
4535:55 [4707],,m,,m,m,m,m,
4536:35 [4708],,,m,m,,,,
4536:36 [4709],,,m,m,,,,
4536:65 [4710],,,,,,,,
4542:53 [4711],Sd,m,m,,,,,
4549:46 [4712],m,m,,m,m,m,m,
4549:51 [4713],m,m,m,m,Sd,m,Sd,
4549:52 [4714],m,m,m,m,Sd,m,Sd,
4549:61 [4715],m,m,m,m,,m,m,
4557:3 [4716],Sd,Sd,,,,,,
4557:44 [4717],,,,,,,Sd,
4557:59 [4718],,Sd,,,,,,
4557:65 [4719],,,,,,,Sd,
4561:6 [4720],,Sd,,m,,Sd,m,
4564:47 [4721],m,,,m,,,m,
4564:64 [4722],m,,m,,m,,Sd,
4568:9 [4723],,,,Sd,,,,
4568:18 [4724],,,m,m,m,,m,
4568:37 [4725],,,,Sd,,,,
4568:41 [4726],,,,Sd,,,,
4568:64 [4727],m,,,m,,m,m,
4568:76 [4728],,,,m,,,,
4568:80 [4729],,,,Sd,,,,
4572:2 [4730],,,,,,,,
4581:22 [4731],,,m,,m,m,,
4581:54 [4732],,,,,Sd,,,
4584:11 [4733],,,,m,,,,
4584:75 [4734],m,,m,m,,m,m,
4585:5 [4735],m,m,,m,,m,m,
4585:37 [4736],,,,,,,,
4585:49 [4737],,,,,,,,
4585:57 [4738],,,,,,,,
4588:61 [4739],m,,m,m,,,,
4588:69 [4740],,,,,,,,
4589:7 [4741],m,m,,m,m,,m,
4589:75 [4742],,,,,,,Sd,
4589:76 [4743],,,m,m,m,,Sd,
4592:5 [4744],,m,,m,m,,m,
4592:14 [4745],,,,,,,Sd,
4592:16 [4746],m,m,,m,m,,Sd,
4592:18 [4747],,,,,,,Sd,
4592:36 [4748],,,,,,,Sd,
4597:72 [4749],,,,,,,,
4604:11 [4750],m,m,m,m,m,m,m,FIXED
4604:18 [4751],,,,,m,,,
4604:32 [4752],Sd,m,,,m,,m,
4604:33 [4753],Sd,m,,,m,,m,
4604:34 [4754],Sd,m,,,m,,m,
4607:79 [4755],,,m,,,,,
4615:29 [4756],,,,,,,,
4615:35 [4757],,,m,,m,m,,
4615:48 [4758],m,m,m,m,,,,
4615:51 [4759],,m,m,,Sd,,,
4619:18 [4760],Sd,m,m,,m,,,
4620:30 [4761],m,,m,,,,,
4620:46 [4762],,,,,,,,
4620:54 [4763],m,m,,m,m,m,,
4621:5 [4764],m,m,,,m,m,m,
4621:16 [4765],,,,,,Sd,,
4621:19 [4766],,m,,m,m,m,m,
4621:22 [4767],,,,Sd,,,,
4621:24 [4768],Sd,,,m,,m,,
4621:73 [4769],,,,,,,,
4621:74 [4770],,,,,,Sd,,
4625:26 [4771],,Sd,,,,,,
4625:29 [4772],,,m,m,,,,
4625:46 [4773],,Sd,m,m,,,,
4625:53 [4774],,,,,,,,
4625:55 [4775],,m,,,m,,,
4625:58 [4776],,,,,,,,
4625:60 [4777],m,,,m,m,m,m,
4629:28 [4778],,,,,,,Sd,
4632:2 [4779],Sd,,,,,,,
4632:51 [4780],Sd,,Sd,,,,,
4632:56 [4781],Sd,,,,,,,
4632:65 [4782],Sd,,,,,,,
4632:76 [4783],Sd,,,,,,,
4635:30 [4784],,,,,,,,
4635:36 [4785],m,,m,,,m,m,
4636:6 [4786],m,,,,m,,m,
4636:25 [4787],,,m,,,m,m,
4636:29 [4788],,m,m,m,,Sd,m,
4639:41 [4789],,,,,,Sd,,
4639:47 [4790],,m,,,,,,
4639:63 [4791],,,,,,,,
4639:74 [4792],,,,,,,,
4642:7 [4793],,,,,,,,
4642:15 [4794],,,Sd,Sd,m,m,m,
4642:47 [4795],,m,m,m,,,,
4642:51 [4796],,,,,,Sd,,
4643:27 [4797],m,m,m,,m,,m,
4643:34 [4798],,,,,,,,
4643:38 [4799],,,m,m,m,m,m,
4643:39 [4800],,,m,m,m,m,m,
4643:76 [4801],,,m,m,m,m,m,
4645:1 [4802],m,m,,,m,,m,
4645:24 [4803],m,m,,m,,m,m,
4645:32 [4804],m,m,,m,,m,m,
4645:33 [4805],m,m,,m,,m,m,
4645:49 [4806],,,,,,,,
4649:31 [4807],,,,,Sd,,,
4649:33 [4808],m,Sd,,m,Sd,,,
4649:35 [4809],m,,,,,,m,
4649:40 [4810],m,m,,m,m,m,m,
4649:58 [4811],m,,,,,,m,
4652:38 [4812],,,,,,,,
4654:40 [4813],,,,,,,m,
4654:66 [4814],,,,,,,,
4656:4 [4815],m,,,,,m,,
4656:17 [4816],m,,Sd,,,,,
4656:45 [4817],,,,Sd,,,,
4656:46 [4818],,,,Sd,,,,
4656:69 [4819],,,Sd,,,m,m,
4656:78 [4820],m,,,,,m,,
4657:3 [4821],,,,,,,,
4657:43 [4822],,m,m,m,Sd,,m,
4657:65 [4823],,,,,,,,
4659:12 [4824],,,m,m,,m,,
4659:16 [4825],,,,,,,,
4659:29 [4826],,,,,,,,
4659:33 [4827],,,,,,,,
4659:55 [4828],,m,,,,,,
4660:7 [4829],,,,,,,,
4660:17 [4830],,,,,,,,
4660:69 [4831],,m,m,m,m,,m,
4664:53 [4832],Sd,,,,,,Sd,
4666:35 [4833],Sd,m,m,,,,,
4667:45 [4834],m,m,,m,m,,Sd,
4669:47 [4835],,,,,,,Sd,
4669:59 [4836],,,,,,,m,
4671:11 [4837],,m,m,m,,Sd,,
4671:48 [4838],m,m,m,,m,m,,
4676:61 [4839],,,,,,,Sd,
4683:21 [4840],,m,m,m,m,m,,
4683:77 [4841],,,,,,,,
4685:42 [4842],,,,m,,,,
4696:65 [4843],,,,,,m,Sd,
4699:1 [4844],,,m,m,,,m,
4699:5 [4845],Sd,,,m,,,,
4699:6 [4846],Sd,,,m,,,,
4699:23 [4847],,,,,Sd,,,
4699:79 [4848],,,,Sd,Sd,,,
4700:28 [4849],m,m,,m,m,m,,
4700:39 [4850],,,,,,,,
4700:48 [4851],m,,m,,m,m,m,
4706:29 [4852],,m,m,,m,m,,
4706:36 [4853],m,m,m,m,m,,,
4706:48 [4854],,,,,,,,
4706:66 [4855],m,m,m,,,,m,
4709:2 [4856],,m,,,Sd,,,
4709:10 [4857],,,,,,,,
4709:24 [4858],,m,,,,,Sd,
4709:26 [4859],,m,m,,,,m,
4709:47 [4860],m,,m,,m,m,m,
4709:52 [4861],,Sd,,,,,Sd,
4709:75 [4862],m,,,m,Sd,,m,
4716:53 [4863],,,,Sd,m,,,
4716:56 [4864],,,,Sd,m,,,
4717:5 [4865],,,m,m,m,,,
4717:55 [4866],,,,m,,,,
4719:53 [4867],m,,,,,,,
4719:56 [4868],m,,,,,,,
4719:80 [4869],m,m,,m,,m,Sd,
4722:8 [4870],m,,m,m,m,m,m,
4722:11 [4871],m,,m,m,m,m,m,
4722:27 [4872],m,,m,m,m,m,m,
4722:31 [4873],m,,m,m,m,m,m,
4722:63 [4874],m,,m,m,m,m,m,
4723:13 [4875],,Sd,,,m,,,
4723:14 [4876],,,,,,Sd,,
4723:22 [4877],m,m,m,m,m,,m,
4723:25 [4878],m,m,,,m,,m,
4723:31 [4879],Sd,,,,,,,
4723:55 [4880],Sd,m,m,,m,m,m,
4730:7 [4881],m,m,m,m,,m,,
4730:31 [4882],m,,m,m,,m,m,
4730:34 [4883],,,,,,,,
4730:42 [4884],m,m,,m,,,m,
4730:47 [4885],m,m,m,,m,,m,
4730:59 [4886],,,m,m,m,m,m,
4730:74 [4887],m,m,,m,,,m,
4732:18 [4888],,,m,,m,m,,
4732:32 [4889],,,,m,m,m,m,
4732:50 [4890],,,,,,,,
4734:8 [4891],m,m,m,,m,,,
4734:12 [4892],m,,m,,m,m,m,
4734:15 [4893],Sd,m,m,,,,m,
4734:63 [4894],m,,m,,m,m,m,
4736:6 [4895],m,,m,m,m,,,
4739:10 [4896],,,m,m,m,m,,
4739:35 [4897],,m,,m,,,m,
4739:55 [4898],m,,,,,,,
4739:68 [4899],m,,,,,,,
4742:47 [4900],,,,,,Sd,,
4744:28 [4901],Sd,,,,,,,
4744:47 [4902],m,m,,m,m,,,
4744:52 [4903],,,,,,,,
4744:56 [4904],,m,,m,Sd,,,
4748:3 [4905],,m,,m,m,,m,
4748:18 [4906],m,,m,m,m,,m,
4748:51 [4907],,,m,,m,m,,
4751:28 [4908],,,m,,,,,
4753:9 [4909],m,,,,m,m,m,
4753:11 [4910],,m,,m,Sd,,,
4753:12 [4911],m,m,,m,,m,,
4753:13 [4912],,,,,Sd,,Sd,
4753:16 [4913],Sd,m,m,,m,m,m,
4753:24 [4914],m,Sd,,,m,,Sd,
4753:38 [4915],,m,,,Sd,Sd,,
4753:49 [4916],Sd,m,,,,,,
4753:62 [4917],Sd,m,m,,m,m,m,
4753:67 [4918],,,,Sd,,,,
4753:69 [4919],,,,Sd,,,Sd,
4760:71 [4920],m,m,Sd,,m,m,m,
4760:78 [4921],m,,m,m,m,m,,
4765:4 [4922],,,m,Sd,m,,m,
4765:11 [4923],,,,,,,,
4765:17 [4924],,m,m,,m,m,m,
4765:20 [4925],,m,m,,,,m,
4765:44 [4926],,,m,m,m,m,m,
4765:62 [4927],m,,,,m,,,
4766:7 [4928],m,,m,m,,,,
4766:11 [4929],,,,,,,,
4766:23 [4930],m,,m,m,,,,
4766:33 [4931],m,,,,,m,,
4766:60 [4932],m,,m,m,,,,
4767:4 [4933],m,Sd,m,,Sd,,m,
4767:7 [4934],m,Sd,m,,Sd,,m,
4767:11 [4935],m,,m,m,m,,,
4767:35 [4936],Sd,m,m,,m,m,Sd,
4767:38 [4937],m,Sd,m,,Sd,,m,
4767:42 [4938],m,,m,,,,,
4767:59 [4939],,,,,,,,
4767:61 [4940],,,,,,,,
4767:65 [4941],Sd,m,m,,m,m,Sd,
4767:66 [4942],Sd,m,m,,m,m,Sd,
4767:67 [4943],Sd,Sd,,,,,,
4767:75 [4944],,,,,,,,
4769:17 [4945],,Sd,Sd,,,,,
4769:18 [4946],,,Sd,,,,,
4769:29 [4947],,,,,,,,
4769:62 [4948],m,,m,m,,,m,
4769:64 [4949],,m,m,,,m,Sd,
4770:2 [4950],,,,,,,,
4770:11 [4951],,,,,,Sd,,
4770:22 [4952],,m,m,,Sd,,,
4770:37 [4953],m,m,m,,m,,,
4770:56 [4954],Sd,m,,,m,Sd,,
4770:61 [4955],,,,,,,,
4770:63 [4956],,,,,,Sd,m,
4770:70 [4957],m,m,m,m,m,m,m,FIXED
4772:5 [4958],,,Sd,Sd,Sd,,,
4772:6 [4959],,Sd,,,,,,
4772:56 [4960],,,Sd,,,,,
4773:61 [4961],,m,,,,Sd,Sd,
4774:41 [4962],Sd,m,m,m,,,m,
4775:3 [4963],m,m,,m,m,Sd,m,
4775:10 [4964],,,,m,m,,,
4775:65 [4965],,m,m,m,,,m,
4779:1 [4966],m,,,,,m,,
4779:8 [4967],,Sd,m,,m,,,
4779:31 [4968],,,,,,Sd,,
4779:53 [4969],m,,,,,m,,
4781:5 [4970],,m,,,,m,m,
4781:15 [4971],,,,,,,m,
4781:16 [4972],m,,,m,,m,,
4781:18 [4973],,,,,,Sd,,
4781:48 [4974],m,m,m,m,,m,,
4783:10 [4975],,,Sd,m,,,,
4783:11 [4976],m,Sd,m,m,m,,m,
4783:28 [4977],,,Sd,m,,,m,
4783:30 [4978],m,,m,,,,,
4783:32 [4979],,,,,,,Sd,
4783:35 [4980],,,m,,,,,
4783:41 [4981],,m,Sd,,,,,
4783:46 [4982],,,,,,,Sd,
4783:50 [4983],m,m,,m,Sd,,m,
4783:57 [4984],m,m,,m,,,m,
4783:74 [4985],,m,m,m,Sd,,m,
4790:5 [4986],,,,,,,,
4790:19 [4987],,,,Sd,,,,
4790:33 [4988],,,,,,,,
4790:58 [4989],,,,,,,,
4790:66 [4990],,Sd,,,,,,
4790:69 [4991],,,,Sd,,,,
4799:1 [4992],,,,,,,,
4799:46 [4993],,m,m,m,m,,m,
4799:50 [4994],,,,,,,,
4799:52 [4995],,,,,,,,
4799:58 [4996],,,,m,Sd,,,
4799:79 [4997],,,,,,,m,
4799:80 [4998],,m,m,m,m,,m,
4811:3 [4999],,,,,m,,,
4811:11 [5000],,m,m,m,m,m,Sd,
4811:25 [5001],,,,,m,,,
4811:37 [5002],,m,m,m,m,m,Sd,
4811:39 [5003],,m,m,m,m,m,Sd,
4811:41 [5004],,m,m,m,m,m,Sd,
4811:72 [5005],,,,,m,,,
4811:75 [5006],,,,,m,,,
4817:38 [5007],,Sd,,,,,,
4817:58 [5008],,,Sd,,Sd,,,
4817:70 [5009],,Sd,,,,,,
4820:69 [5010],,Sd,,,Sd,,,
4820:79 [5011],m,Sd,,,,,m,
4822:12 [5012],,,,,Sd,,,
4822:21 [5013],,m,m,m,m,,m,
4822:29 [5014],Sd,m,Sd,,Sd,m,m,
4822:49 [5015],m,,,m,m,,m,
4822:50 [5016],,,,,Sd,,,
4822:53 [5017],m,,m,m,,m,m,
4822:64 [5018],m,m,m,m,m,m,,
4824:22 [5019],,,Sd,m,m,,m,
4824:34 [5020],,,,,,,,
4826:1 [5021],,,,,,m,,
4826:73 [5022],m,m,,m,m,,m,
4826:79 [5023],,,,,,m,,
4827:23 [5024],m,m,,m,m,m,,
4827:24 [5025],,m,,m,m,,m,
4827:27 [5026],m,,m,m,m,m,,
4827:38 [5027],m,,m,,m,m,,
4827:75 [5028],,,,,,,,
4830:12 [5029],,Sd,,,,,,
4830:22 [5030],,m,m,m,m,m,m,
4830:29 [5031],,,m,,,,,
4830:34 [5032],,,,m,,,,
4830:44 [5033],,,,m,,,,
4830:50 [5034],m,m,Sd,,,,,
4830:64 [5035],m,m,,m,,,,
4830:77 [5036],,,,,,,m,
4841:20 [5037],m,m,,,,m,,
4841:45 [5038],Sd,Sd,Sd,Sd,,,,
4841:55 [5039],,m,m,m,,m,m,
4843:70 [5040],m,,,,,m,,
4844:16 [5041],m,m,m,Sd,m,,,
4844:56 [5042],,m,m,Sd,,,,
4848:23 [5043],,m,,,m,,,
4848:24 [5044],,m,,,m,,,
4848:40 [5045],,m,,,m,,,
4848:43 [5046],,m,,,m,,,
4851:54 [5047],,,,,,,,
4857:62 [5048],m,m,m,,m,,m,
4860:13 [5049],,,Sd,,,,,
4860:37 [5050],m,m,,m,m,,m,
4862:8 [5051],m,m,,m,,,,
4862:9 [5052],,m,m,m,,,m,
4862:19 [5053],,,,,,,,
4862:21 [5054],,m,m,m,m,Sd,,
4862:28 [5055],,,,,,,,
4862:65 [5056],,,,,,,,
4862:76 [5057],,,,,,,,
4868:36 [5058],,,,,,,,
4868:48 [5059],,,,,,,,
4868:54 [5060],,,,,,,,
4868:69 [5061],,,,,,,,
4871:28 [5062],,,,Sd,Sd,Sd,,
4871:44 [5063],,m,m,Sd,m,m,,
4872:18 [5064],m,m,,m,m,m,,
4872:51 [5065],,,,,m,m,m,
4872:80 [5066],Sd,,,,m,,Sd,
4873:41 [5067],,,,,,,,
4873:54 [5068],,m,,,m,,,
4883:3 [5069],,,,,,,,
4883:10 [5070],,,,,,,,
4883:40 [5071],,,,,,m,,
4892:3 [5072],m,m,,,m,,m,
4892:36 [5073],m,m,,,m,,m,
4892:49 [5074],,,,,,,,
4892:59 [5075],m,,,m,m,,m,
4892:68 [5076],m,m,,,m,,m,
4894:6 [5077],,,,,,Sd,,
4894:16 [5078],,,,,,,,
4894:19 [5079],,,,,,,,
4894:33 [5080],,,,,,Sd,,
4894:55 [5081],,m,,m,m,m,,
4894:76 [5082],,m,,m,m,m,,
4898:32 [5083],,m,,m,,,m,
4898:46 [5084],m,,m,m,m,,,
4898:68 [5085],,,,,m,m,,
4898:77 [5086],,,,,m,m,,
4900:32 [5087],m,,,m,m,m,m,
4900:73 [5088],,,,,,,,
4901:10 [5089],,,,,m,,,
4902:3 [5090],,m,,,,,,
4902:44 [5091],m,,m,m,m,m,m,
4905:16 [5092],Sd,,Sd,Sd,Sd,Sd,Sd,SIGN
4905:18 [5093],Sd,,Sd,Sd,Sd,Sd,Sd,SIGN
4905:22 [5094],Sd,,Sd,Sd,Sd,Sd,Sd,SIGN
4910:20 [5095],m,m,,m,m,,m,
4910:33 [5096],,,,m,,,,
4910:80 [5097],m,,,m,,,,
4913:9 [5098],m,,m,m,,,,
4913:20 [5099],,,,,,,,
4913:21 [5100],m,,m,m,,,,
4913:41 [5101],,,,,,,,
4913:43 [5102],m,,,m,,m,m,
4913:48 [5103],m,,,m,,m,m,
4913:70 [5104],,,,,,,,
4916:27 [5105],,,,,Sd,,,
4919:33 [5106],m,,,m,m,m,,
4919:40 [5107],m,,,m,m,m,,
4921:25 [5108],m,,m,m,,,,
4921:59 [5109],m,m,,m,m,,Sd,
4921:65 [5110],m,m,,m,m,,Sd,
4926:55 [5111],m,,,,,,,
4926:57 [5112],,m,,,Sd,Sd,,
4926:77 [5113],,,,,,,,
4930:4 [5114],,m,m,m,m,,Sd,
4933:40 [5115],,m,m,m,m,,Sd,
4933:52 [5116],,m,m,m,m,,Sd,
4934:33 [5117],,Sd,,,,,Sd,
4934:51 [5118],m,m,,m,m,m,,
4935:26 [5119],m,m,,m,,,m,
4935:27 [5120],,,,,,,,
4935:37 [5121],m,,,m,m,,,
4935:40 [5122],,m,,,m,,m,
4935:42 [5123],,m,,,m,,m,
4935:66 [5124],,m,,,m,m,m,
4937:17 [5125],,,,,,,,
4937:68 [5126],,,,,,,Sd,
4939:11 [5127],,,m,,Sd,,,
4939:31 [5128],m,m,m,,,,,
4939:47 [5129],,m,m,m,,m,,
4940:14 [5130],,,,,Sd,,,
4940:38 [5131],,,Sd,,,,Sd,
4940:68 [5132],,,,Sd,,,,
4940:72 [5133],m,m,,m,m,,m,
4944:10 [5134],,,,,,,,
4944:18 [5135],,,m,Sd,m,m,,
4944:42 [5136],m,,m,m,,m,,
4944:61 [5137],,,,Sd,Sd,,,
4944:66 [5138],,,,,,,,
4944:73 [5139],,,,,,,,
4951:13 [5140],,,Sd,,,,,
4951:33 [5141],m,m,m,,m,,,
4951:34 [5142],m,,,m,,m,,
4951:38 [5143],m,,,m,,m,,
4951:72 [5144],,,,,,,,
4954:10 [5145],,,Sd,,,,,
4954:20 [5146],m,,m,,,m,m,
4954:29 [5147],,,,,,,,
4954:74 [5148],,,Sd,,,,,
4960:1 [5149],,m,,,,m,Sd,
4960:3 [5150],m,m,,m,Sd,m,m,
4960:23 [5151],m,m,,m,m,,m,
4960:47 [5152],,,,,,,m,
4960:48 [5153],,,,,,,,
4960:72 [5154],,,,,,,m,
4960:79 [5155],,,,,,,m,
4966:44 [5156],,m,m,m,m,m,Sd,
4966:51 [5157],,m,m,m,m,m,Sd,
4966:52 [5158],m,Sd,,m,m,m,m,
4966:54 [5159],,Sd,,,,,,
4966:59 [5160],,Sd,,,Sd,Sd,,
4967:7 [5161],,m,,m,,,,
4967:22 [5162],m,,,,,,,
4967:76 [5163],,,m,,m,,,
4968:27 [5164],Sd,,,,,,,
4969:10 [5165],,,,,,,,
4969:12 [5166],m,m,,m,,,m,
4969:37 [5167],,,,,,,,
4969:43 [5168],,,,,,,,
4969:47 [5169],m,,m,m,m,,m,
4969:52 [5170],,,,,,,,
4970:14 [5171],m,,,m,m,m,m,
4974:24 [5172],,,,,,,Se,EXCESS
4974:57 [5173],m,m,,m,,m,,
4978:24 [5174],m,m,m,m,,m,,
4978:31 [5175],,,m,m,m,m,m,
4978:58 [5176],m,m,m,,,m,,
4978:73 [5177],m,,m,,m,m,m,
4980:31 [5178],,,m,m,m,,m,
4980:63 [5179],m,m,,m,,m,,
4980:67 [5180],,,,m,,,m,
4980:70 [5181],m,,,m,,m,,
4981:45 [5182],m,,Sd,m,,Sd,,
4981:64 [5183],,,,,,,,
4987:8 [5184],m,m,m,m,m,,,
4987:41 [5185],m,m,m,m,m,,,
4987:45 [5186],m,m,m,m,m,,,
4987:49 [5187],m,,,,Sd,,Sd,
4987:61 [5188],m,m,Sd,,m,m,Sd,
4987:67 [5189],m,m,Sd,,m,m,Sd,
4987:80 [5190],m,m,m,m,m,,,
4989:56 [5191],,,,,,,,
4993:21 [5192],,,m,,,,,
4993:60 [5193],Sd,,,,,,m,
4993:61 [5194],Sd,,,Sd,,,,
4996:2 [5195],,,,,,,,
4996:35 [5196],,,,,,,,
4999:8 [5197],,,Sd,,,,,
4999:25 [5198],,,m,Sd,Sd,m,,
4999:49 [5199],,,Sd,,,,,
4999:56 [5200],,m,m,Sd,m,m,m,
5000:18 [5201],,,,,,,,
5000:20 [5202],m,,m,m,m,m,m,
5000:33 [5203],m,m,,,,m,m,
5000:35 [5204],,m,,m,,,m,
5000:53 [5205],,Sd,,,,,,
5000:79 [5206],,,,,,,,
5001:8 [5207],,,,,,,,
5001:21 [5208],,Sd,,,,,m,
5001:34 [5209],,,,,,,,
5001:60 [5210],,Sd,,,,,m,
5004:2 [5211],,,,,,,,
5004:3 [5212],,,,,,,,
5004:36 [5213],m,m,m,m,m,m,,
5004:41 [5214],,,,,,,,
5004:50 [5215],Sd,,,m,,m,m,
5004:62 [5216],,,,,,,,
5004:64 [5217],m,m,m,m,m,m,,
5004:69 [5218],m,m,m,m,m,m,,
5017:66 [5219],,,,,,,,
5017:70 [5220],Sd,,,,,,,
5017:71 [5221],,m,m,m,,m,,
5021:5 [5222],Sd,,,,,,,
5021:12 [5223],Sd,m,,,,,,
5021:14 [5224],,,,,,,,
5021:29 [5225],,,,,,,,
5021:30 [5226],,,,,,,,
5021:37 [5227],Sd,m,,,,,,
5021:39 [5228],Sd,,m,Sd,m,Sd,m,
5021:40 [5229],Sd,,m,Sd,m,Sd,m,
5021:41 [5230],Sd,,m,Sd,m,Sd,m,
5021:42 [5231],Sd,,m,Sd,m,Sd,m,
5021:47 [5232],Sd,,m,Sd,m,Sd,m,
5021:54 [5233],m,,,,m,m,m,
5021:62 [5234],Sd,,,,,,,
5021:64 [5235],Sd,,Sd,,,,,
5022:21 [5236],m,m,m,m,,,,
5022:35 [5237],Sd,,,,,,,
5022:46 [5238],m,m,m,m,m,,,
5022:48 [5239],m,m,m,m,m,m,,
5022:59 [5240],m,m,,m,m,m,,
5022:71 [5241],,,,,,,,
5023:38 [5242],,,,m,m,,m,
5023:46 [5243],m,,m,m,m,m,,
5023:78 [5244],,,m,m,,m,m,
5032:26 [5245],,,,Sd,,,,
5032:32 [5246],,m,Sd,,,,,
5034:17 [5247],m,,m,m,m,m,,
5034:67 [5248],,m,Sd,,,m,,
5038:13 [5249],m,m,m,,m,m,Sd,
5038:31 [5250],m,m,m,m,,m,,
5043:16 [5251],,,,,,,,
5043:19 [5252],,,Sd,,,,,
5043:49 [5253],,,,,,,,
5043:59 [5254],,,,,,,,
5054:16 [5255],,,m,m,,,,
5054:30 [5256],m,,m,,m,,m,
5059:9 [5257],,,,,,,,
5059:56 [5258],m,,,,,,,
5059:61 [5259],m,Sd,m,m,,m,,
5059:63 [5260],Sd,,m,Sd,,,,
5060:5 [5261],m,m,m,m,,Sd,m,
5060:37 [5262],m,,m,Sd,m,m,m,
5060:45 [5263],m,,m,Sd,m,m,m,
5060:47 [5264],m,m,m,m,,Sd,m,
5060:48 [5265],m,Sd,,,,m,,
